SAMPLE ID;IGSN;EXPEDITION ID;REFERENCES;LATITUDE;LONGITUDE;LOC PREC;MIN ELEVATION;MAX ELEVATION;TECTONIC SETTING;MIN AGE;AGE;MAX AGE;METHOD;ANALYZED MATERIAL;ROCK TYPE;ROCK NAME;MINERAL;SIO2;SIO2 Units;SIO2 Method;TIO2;TIO2 Units;TIO2 Method;AL2O3;AL2O3 Units;AL2O3 Method;CR2O3;CR2O3 Units;CR2O3 Method;FE2O3;FE2O3 Units;FE2O3 Method;FE2O3T;FE2O3T Units;FE2O3T Method;FEO;FEO Units;FEO Method;FEOT;FEOT Units;FEOT Method;NIO;NIO Units;NIO Method;MNO;MNO Units;MNO Method;MGO;MGO Units;MGO Method;CAO;CAO Units;CAO Method;SRO;SRO Units;SRO Method;NA2O;NA2O Units;NA2O Method;K2O;K2O Units;K2O Method;P2O5;P2O5 Units;P2O5 Method;BAO;BAO Units;BAO Method;LOI;LOI Units;LOI Method;H2O;H2O Units;H2O Method;H2O_M;H2O_M Units;H2O_M Method;H2O_P;H2O_P Units;H2O_P Method;SO3;SO3 Units;SO3 Method;COO;COO Units;COO Method;MN;MN Units;MN Method;NI;NI Units;NI Method;CO;CO Units;CO Method;CU;CU Units;CU Method;CD;CD Units;CD Method;ZN;ZN Units;ZN Method;AS;AS Units;AS Method;AG;AG Units;AG Method;S;S Units;S Method;ZRO2;ZRO2 Units;ZRO2 Method;AL;AL Units;AL Method;CA;CA Units;CA Method;SR87_SR86;SR87_SR86 Units;SR87_SR86 Method;SR87_SR86_INI;SR87_SR86_INI Units;SR87_SR86_INI Method;RB87_SR86;RB87_SR86 Units;RB87_SR86 Method;ND143_ND144;ND143_ND144 Units;ND143_ND144 Method;ND143_ND144_INI;ND143_ND144_INI Units;ND143_ND144_INI Method;SM147_ND144;SM147_ND144 Units;SM147_ND144 Method;E_ND;E_ND Units;E_ND Method;E_ND_INI;E_ND_INI Units;E_ND_INI Method;PB204_PB206;PB204_PB206 Units;PB204_PB206 Method;PB206_PB204;PB206_PB204 Units;PB206_PB204 Method;PB206_PB204_INI;PB206_PB204_INI Units;PB206_PB204_INI Method;PB207_PB204;PB207_PB204 Units;PB207_PB204 Method;PB207_PB204_INI;PB207_PB204_INI Units;PB207_PB204_INI Method;PB207_PB206;PB207_PB206 Units;PB207_PB206 Method;PB208_PB204;PB208_PB204 Units;PB208_PB204 Method;PB208_PB204_INI;PB208_PB204_INI Units;PB208_PB204_INI Method;PB208_PB206;PB208_PB206 Units;PB208_PB206 Method;HF176_HF177;HF176_HF177 Units;HF176_HF177 Method;RE187_OS188;RE187_OS188 Units;RE187_OS188 Method;OS187_OS188;OS187_OS188 Units;OS187_OS188 Method;OS187_OS188_INI;OS187_OS188_INI Units;OS187_OS188_INI Method;G_OS;G_OS Units;G_OS Method;G_OS_INI;G_OS_INI Units;G_OS_INI Method;ND143_ND144_INI;ND143_ND144_INI Units;ND143_ND144_INI Method;PB206_PB204_INI;PB206_PB204_INI Units;PB206_PB204_INI Method;PB207_PB204_INI;PB207_PB204_INI Units;PB207_PB204_INI Method;PB208_PB204_INI;PB208_PB204_INI Units;PB208_PB204_INI Method;SR87_SR86_INI;SR87_SR86_INI Units;SR87_SR86_INI Method;HE;HE Units;HE Method;HE3;HE3 Units;HE3 Method;HE3_HE4_R_RA;HE3_HE4_R_RA Units;HE3_HE4_R_RA Method;AR36;AR36 Units;AR36 Method;AR40;AR40 Units;AR40 Method;AR40_AR36;AR40_AR36 Units;AR40_AR36 Method;NE20;NE20 Units;NE20 Method;NE20_NE22;NE20_NE22 Units;NE20_NE22 Method;NE21_NE22;NE21_NE22 Units;NE21_NE22 Method;LA;LA Units;LA Method;CE;CE Units;CE Method;PR;PR Units;PR Method;ND;ND Units;ND Method;SM;SM Units;SM Method;EU;EU Units;EU Method;GD;GD Units;GD Method;TB;TB Units;TB Method;DY;DY Units;DY Method;HO;HO Units;HO Method;ER;ER Units;ER Method;TM;TM Units;TM Method;YB;YB Units;YB Method;LU;LU Units;LU Method;CO2;CO2 Units;CO2 Method;F;F Units;F Method;CL;CL Units;CL Method;U238_PB204;U238_PB204 Units;U238_PB204 Method;TH230_TH232;TH230_TH232 Units;TH230_TH232 Method;RA226_ACTIVITY;RA226_ACTIVITY Units;RA226_ACTIVITY Method;PB210_RA226;PB210_RA226 Units;PB210_RA226 Method;PB210_ACTIVITY;PB210_ACTIVITY Units;PB210_ACTIVITY Method;AG;AG Units;AG Method;AL;AL Units;AL Method;AS;AS Units;AS Method;AU;AU Units;AU Method;B;B Units;B Method;BA;BA Units;BA Method;BE;BE Units;BE Method;BI;BI Units;BI Method;CA;CA Units;CA Method;CD;CD Units;CD Method;CO;CO Units;CO Method;CR;CR Units;CR Method;CS;CS Units;CS Method;CU;CU Units;CU Method;GA;GA Units;GA Method;GER;GER Units;GER Method;HF;HF Units;HF Method;INDIUM;INDIUM Units;INDIUM Method;IR;IR Units;IR Method;K;K Units;K Method;LI;LI Units;LI Method;MN;MN Units;MN Method;MO;MO Units;MO Method;NA;NA Units;NA Method;NB;NB Units;NB Method;NI;NI Units;NI Method;OS;OS Units;OS Method;P;P Units;P Method;PB;PB Units;PB Method;PD;PD Units;PD Method;PT;PT Units;PT Method;RB;RB Units;RB Method;RE;RE Units;RE Method;RH;RH Units;RH Method;RU;RU Units;RU Method;S;S Units;S Method;SB;SB Units;SB Method;SC;SC Units;SC Method;SN;SN Units;SN Method;SR;SR Units;SR Method;TA;TA Units;TA Method;TH;TH Units;TH Method;TI;TI Units;TI Method;TL;TL Units;TL Method;U;U Units;U Method;V;V Units;V Method;W;W Units;W Method;Y;Y Units;Y Method;ZN;ZN Units;ZN Method;ZR;ZR Units;ZR Method;DELTA_O18;DELTA_O18 Units;DELTA_O18 Method;DELTA_C13;DELTA_C13 Units;DELTA_C13 Method;DELTA_MO98;DELTA_MO98 Units;DELTA_MO98 Method;DELTA_ZN66;DELTA_ZN66 Units;DELTA_ZN66 Method;DELTA_ZN68;DELTA_ZN68 Units;DELTA_ZN68 Method;OS188;OS188 Units;OS188 Method;FE3P_FET;FE3P_FET Units;FE3P_FET Method;TI;TI Units;TI Method;AS;AS Units;AS Method;AS;AS Units;AS Method;GER;GER Units;GER Method;H2O_M;H2O_M Units;H2O_M Method;H2O_P;H2O_P Units;H2O_P Method;H2O_M;H2O_M Units;H2O_M Method;H2O_P;H2O_P Units;H2O_P Method;INDIUM;INDIUM Units;INDIUM Method
GROSCAMP-W-228193;;GROSSMAN-CAMP;GROSSMAN, 1991;40,2;-76,8667;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; ES; ICP; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;53;wt%;COL;2;wt%;COL;13,6;wt%;COL;;;;3,5;wt%;Unknown;;;;10,4;wt%;TITR;;;;;;;0,2;wt%;AAS;3,8;wt%;AAS;8,7;wt%;Unknown;;;;2,83;wt%;Unknown;1,1;wt%;AAS;0,26;wt%;COL;;;;;;;;;;1,1;wt%;TITR;0,1;wt%;TITR;;;;;;;;;;24;ppm;Unknown;46;ppm;Unknown;198;ppm;Unknown;;;;107;ppm;Unknown;;;;;;;0,02;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;ppm;INAA;42;ppm;INAA;;;;22;ppm;INAA;6,2;ppm;INAA;1,6;ppm;INAA;;;;1,1;ppm;INAA;;;;;;;;;;;;;3,8;ppm;INAA;0,53;ppm;INAA;0,08;ppm;TITR;0,03;ppm;INAA;0,15;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;ppm;ES;300;ppm;Unknown;;;;;;;;;;;;;46;ppm;Unknown;6,8;ppm;Unknown;1,8;ppm;INAA;198;ppm;Unknown;;;;;;;4,4;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;14;ppm;ICP;24;ppm;Unknown;;;;;;;;;;14;ppm;Unknown;2,4;ppm;Unknown;44;ppm;Unknown;;;;;;;;;;0,02;ppm;INAA;;;;36;ppm;INAA;;;;209;ppm;Unknown;0,94;ppm;INAA;4,4;ppm;INAA;;;;;;;1,1;ppm;INAA;;;;;;;35;ppm;Unknown;107;ppm;Unknown;170;ppm;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;wt%;TITR;0,1;wt%;TITR;1,1;wt%;TITR;0,1;wt%;TITR;;;
GROSCAMP-W-228194;;GROSSMAN-CAMP;GROSSMAN, 1991;40,2;-76,8667;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; ES; ICP; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;51,8;wt%;COL;2,9;wt%;COL;12,9;wt%;COL;;;;4,1;wt%;Unknown;;;;12,2;wt%;TITR;;;;;;;0,22;wt%;AAS;3,2;wt%;AAS;8,5;wt%;Unknown;;;;2,43;wt%;Unknown;1,2;wt%;AAS;0,27;wt%;COL;;;;;;;;;;0,4;wt%;TITR;0,55;wt%;TITR;;;;;;;;;;11;ppm;Unknown;51;ppm;Unknown;208;ppm;Unknown;;;;112;ppm;Unknown;;;;;;;0,02;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;ppm;INAA;42;ppm;INAA;;;;25;ppm;INAA;6,4;ppm;INAA;1,7;ppm;INAA;;;;1,1;ppm;INAA;;;;;;;;;;;;;3,8;ppm;INAA;0,56;ppm;INAA;0,03;ppm;TITR;0,03;ppm;INAA;0,17;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;ppm;ES;310;ppm;Unknown;;;;;;;;;;;;;51;ppm;Unknown;4,8;ppm;Unknown;1,7;ppm;INAA;208;ppm;Unknown;;;;;;;4,5;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;14,6;ppm;ICP;11;ppm;Unknown;;;;;;;;;;69;ppm;Unknown;6,2;ppm;Unknown;44;ppm;Unknown;;;;;;;;;;0,02;ppm;INAA;;;;39;ppm;INAA;;;;210;ppm;Unknown;1,1;ppm;INAA;4,4;ppm;INAA;;;;;;;1,2;ppm;INAA;;;;;;;33;ppm;Unknown;112;ppm;Unknown;169;ppm;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;wt%;TITR;0,55;wt%;TITR;0,4;wt%;TITR;0,55;wt%;TITR;;;
GROSCAMP-W-228195;;GROSSMAN-CAMP;GROSSMAN, 1991;40,2;-76,8667;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; ES; ICP; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;52,3;wt%;COL;3,1;wt%;COL;11,8;wt%;COL;;;;4,1;wt%;Unknown;;;;12,5;wt%;TITR;;;;;;;0,23;wt%;AAS;3;wt%;AAS;8,1;wt%;Unknown;;;;2,7;wt%;Unknown;1,2;wt%;AAS;0,34;wt%;COL;;;;;;;;;;0,4;wt%;TITR;0,6;wt%;TITR;;;;;;;;;;5;ppm;Unknown;51;ppm;Unknown;291;ppm;Unknown;;;;117;ppm;Unknown;;;;;;;0,03;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;ppm;INAA;49;ppm;INAA;;;;24;ppm;INAA;7,2;ppm;INAA;1,9;ppm;INAA;;;;1,2;ppm;INAA;;;;;;;;;;;;;4,2;ppm;INAA;0,61;ppm;INAA;0,05;ppm;TITR;0,04;ppm;INAA;0,17;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;ppm;ES;340;ppm;Unknown;;;;;;;;;;;;;51;ppm;Unknown;4,2;ppm;Unknown;2;ppm;INAA;291;ppm;Unknown;;;;;;;5,2;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;16,8;ppm;ICP;5;ppm;Unknown;;;;;;;;;;90;ppm;Unknown;16;ppm;Unknown;47;ppm;Unknown;;;;2,3;ppm;Unknown;;;;0,03;ppm;INAA;;;;41;ppm;INAA;;;;197;ppm;Unknown;1,3;ppm;INAA;4,8;ppm;INAA;;;;;;;1,6;ppm;INAA;;;;;;;40;ppm;Unknown;117;ppm;Unknown;202;ppm;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;wt%;TITR;0,6;wt%;TITR;0,4;wt%;TITR;0,6;wt%;TITR;;;
GROSCAMP-W-228196;;GROSSMAN-CAMP;GROSSMAN, 1991;40,2;-76,8667;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; ES; ICP; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;50,8;wt%;COL;3,3;wt%;COL;11,9;wt%;COL;;;;3,6;wt%;Unknown;;;;13,2;wt%;TITR;;;;;;;0,23;wt%;AAS;3,5;wt%;AAS;8,5;wt%;Unknown;;;;2,43;wt%;Unknown;0,93;wt%;AAS;0,27;wt%;COL;;;;;;;;;;0,36;wt%;TITR;0,94;wt%;TITR;;;;;;;;;;8;ppm;Unknown;57;ppm;Unknown;243;ppm;Unknown;;;;153;ppm;Unknown;;;;;;;0,01;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;ppm;INAA;40;ppm;INAA;;;;24;ppm;INAA;6,1;ppm;INAA;1,7;ppm;INAA;;;;0,9;ppm;INAA;;;;;;;;;;;;;3,8;ppm;INAA;0,56;ppm;INAA;0,05;ppm;TITR;0,03;ppm;INAA;0,12;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;ppm;ES;285;ppm;Unknown;;;;;;;;;;;;;57;ppm;Unknown;7,8;ppm;Unknown;1,9;ppm;INAA;243;ppm;Unknown;;;;;;;4,5;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;15,9;ppm;ICP;8;ppm;Unknown;;;;;;;;;;150;ppm;Unknown;31;ppm;Unknown;36;ppm;Unknown;;;;3,8;ppm;Unknown;;;;0,01;ppm;INAA;;;;45;ppm;INAA;;;;195;ppm;Unknown;1,1;ppm;INAA;4,1;ppm;INAA;;;;;;;;;;;;;;;;36;ppm;Unknown;153;ppm;Unknown;161;ppm;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,36;wt%;TITR;0,94;wt%;TITR;0,36;wt%;TITR;0,94;wt%;TITR;;;
GROSCAMP-W-228197;;GROSSMAN-CAMP;GROSSMAN, 1991;40,2;-76,8667;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; ES; ICP; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;50,8;wt%;COL;2,7;wt%;COL;13,4;wt%;COL;;;;3,8;wt%;Unknown;;;;11,4;wt%;TITR;;;;;;;0,2;wt%;AAS;3,5;wt%;AAS;8,9;wt%;Unknown;;;;2,83;wt%;Unknown;0,86;wt%;AAS;0,25;wt%;COL;;;;;;;;;;0,36;wt%;TITR;0,74;wt%;TITR;;;;;;;;;;22;ppm;Unknown;53;ppm;Unknown;109;ppm;Unknown;;;;104;ppm;Unknown;;;;;;;0,01;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;ppm;INAA;36;ppm;INAA;;;;15;ppm;INAA;5,4;ppm;INAA;1,5;ppm;INAA;;;;0,92;ppm;INAA;;;;;;;;;;;;;3,2;ppm;INAA;0,46;ppm;INAA;0,34;ppm;TITR;0,02;ppm;INAA;0,15;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;ppm;ES;273;ppm;Unknown;;;;;;;;;;;;;53;ppm;Unknown;5,3;ppm;Unknown;1,1;ppm;INAA;109;ppm;Unknown;;;;;;;3,9;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;12,6;ppm;ICP;22;ppm;Unknown;;;;;;;;;;17;ppm;Unknown;2,6;ppm;Unknown;36;ppm;Unknown;;;;;;;;;;0,01;ppm;INAA;;;;38;ppm;INAA;;;;218;ppm;Unknown;0,87;ppm;INAA;3,5;ppm;INAA;;;;;;;;;;;;;;;;35;ppm;Unknown;104;ppm;Unknown;148;ppm;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,36;wt%;TITR;0,74;wt%;TITR;0,36;wt%;TITR;0,74;wt%;TITR;;;
GROSCAMP-W-228198;;GROSSMAN-CAMP;GROSSMAN, 1991;40,2;-76,8667;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; ES; ICP; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;50,4;wt%;COL;2,4;wt%;COL;14,3;wt%;COL;;;;4;wt%;Unknown;;;;11,1;wt%;TITR;;;;;;;0,19;wt%;AAS;3,9;wt%;AAS;9,5;wt%;Unknown;;;;2,56;wt%;Unknown;0,75;wt%;AAS;0,2;wt%;COL;;;;;;;;;;0,48;wt%;TITR;0,72;wt%;TITR;;;;;;;;;;30;ppm;Unknown;56;ppm;Unknown;165;ppm;Unknown;;;;98;ppm;Unknown;;;;;;;0,01;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;ppm;INAA;29;ppm;INAA;;;;18;ppm;INAA;4,5;ppm;INAA;1,3;ppm;INAA;;;;0,82;ppm;INAA;;;;;;;;;;;;;2,6;ppm;INAA;0,45;ppm;INAA;0,03;ppm;TITR;0,02;ppm;INAA;0,22;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;ppm;ES;242;ppm;Unknown;;;;;;;;;;;;;56;ppm;Unknown;5,5;ppm;Unknown;1,2;ppm;INAA;165;ppm;Unknown;;;;;;;2,9;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;10,4;ppm;ICP;30;ppm;Unknown;;;;;;;;;;15;ppm;Unknown;5,6;ppm;Unknown;33;ppm;Unknown;;;;0,6;ppm;Unknown;;;;0,01;ppm;INAA;;;;38;ppm;INAA;;;;217;ppm;Unknown;0,67;ppm;INAA;3;ppm;INAA;;;;;;;0,95;ppm;INAA;;;;;;;28;ppm;Unknown;98;ppm;Unknown;123;ppm;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,48;wt%;TITR;0,72;wt%;TITR;0,48;wt%;TITR;0,72;wt%;TITR;;;
GROSCAMP-W-228199;;GROSSMAN-CAMP;GROSSMAN, 1991;40,2;-76,8667;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; ES; ICP; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;53,4;wt%;COL;1,3;wt%;COL;16,6;wt%;COL;;;;2,6;wt%;Unknown;;;;8,2;wt%;TITR;;;;;;;0,16;wt%;AAS;3,7;wt%;AAS;9,8;wt%;Unknown;;;;2,83;wt%;Unknown;0,96;wt%;AAS;0,19;wt%;COL;;;;;;;;;;0,47;wt%;TITR;0,44;wt%;TITR;;;;;;;;;;25;ppm;Unknown;38;ppm;Unknown;156;ppm;Unknown;;;;64;ppm;Unknown;;;;;;;0,02;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;ppm;INAA;31;ppm;INAA;;;;18;ppm;INAA;4,6;ppm;INAA;1,3;ppm;INAA;;;;0,71;ppm;INAA;;;;;;;;;;;;;2,6;ppm;INAA;0,39;ppm;INAA;0,02;ppm;TITR;0,02;ppm;INAA;0,17;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;ppm;ES;259;ppm;Unknown;;;;;;;;;;;;;38;ppm;Unknown;8,4;ppm;Unknown;0,92;ppm;INAA;156;ppm;Unknown;;;;;;;3,1;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;8,5;ppm;ICP;25;ppm;Unknown;;;;;;;;;;8,8;ppm;Unknown;3,2;ppm;Unknown;33;ppm;Unknown;;;;;;;;;;0,02;ppm;INAA;;;;29;ppm;INAA;;;;250;ppm;Unknown;0,69;ppm;INAA;3,2;ppm;INAA;;;;;;;;;;;;;;;;27;ppm;Unknown;64;ppm;Unknown;131;ppm;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,47;wt%;TITR;0,44;wt%;TITR;0,47;wt%;TITR;0,44;wt%;TITR;;;
GROSCAMP-W-228200;;GROSSMAN-CAMP;GROSSMAN, 1991;40,2;-76,8667;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; ES; ICP; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;52,7;wt%;COL;1,5;wt%;COL;16;wt%;COL;;;;2,6;wt%;Unknown;;;;9,1;wt%;TITR;;;;;;;0,17;wt%;AAS;3,8;wt%;AAS;9,6;wt%;Unknown;;;;2,97;wt%;Unknown;0,83;wt%;AAS;0,2;wt%;COL;;;;;;;;;;0,33;wt%;TITR;0,59;wt%;TITR;;;;;;;;;;26;ppm;Unknown;41;ppm;Unknown;170;ppm;Unknown;;;;85;ppm;Unknown;;;;;;;0,02;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,6;ppm;INAA;33;ppm;INAA;;;;18;ppm;INAA;4,9;ppm;INAA;1,4;ppm;INAA;;;;0,84;ppm;INAA;;;;;;;;;;;;;2,91;ppm;INAA;0,43;ppm;INAA;0,04;ppm;TITR;0,02;ppm;INAA;0,18;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;ppm;ES;229;ppm;Unknown;;;;;;;;;;;;;41;ppm;Unknown;9,7;ppm;Unknown;0,93;ppm;INAA;170;ppm;Unknown;;;;;;;3,6;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;9,8;ppm;ICP;26;ppm;Unknown;;;;;;;;;;17;ppm;Unknown;7;ppm;Unknown;38;ppm;Unknown;;;;;;;;;;0,02;ppm;INAA;;;;32;ppm;INAA;;;;236;ppm;Unknown;0,74;ppm;INAA;3,4;ppm;INAA;;;;;;;0,91;ppm;INAA;;;;;;;28;ppm;Unknown;85;ppm;Unknown;133;ppm;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,33;wt%;TITR;0,59;wt%;TITR;0,33;wt%;TITR;0,59;wt%;TITR;;;
GROSCAMP-W-241509;;GROSSMAN-CAMP;GROSSMAN, 1991;40,1167;-76,7;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;52;wt%;COL;1,1;wt%;COL;15,55;wt%;COL;;;;0,85;wt%;Unknown;;;;9,31;wt%;TITR;;;;;;;0,17;wt%;AAS;7,3;wt%;AAS;10,6;wt%;Unknown;;;;2,07;wt%;Unknown;0,4;wt%;AAS;0,13;wt%;COL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,02;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,02;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,5;ppm;Unknown;12;ppm;Unknown;;;;;;;;;;;;;0,02;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GROSCAMP-W-228201;;GROSSMAN-CAMP;GROSSMAN, 1991;40,2;-76,8667;0,001;;;CONTINENTAL_RIFT;;;;"AAS; COL; ES; ICP; INAA; TITR; Unknown";WHOLE ROCK;IGNEOUS:VOLCANIC:MAFIC;DIABASE;;52,7;wt%;COL;1,5;wt%;COL;16;wt%;COL;;;;3;wt%;Unknown;;;;8,7;wt%;TITR;;;;;;;0,17;wt%;AAS;4;wt%;AAS;9,8;wt%;Unknown;;;;2,83;wt%;Unknown;0,85;wt%;AAS;0,21;wt%;COL;;;;;;;;;;0,39;wt%;TITR;0,61;wt%;TITR;;;;;;;;;;29;ppm;Unknown;42;ppm;Unknown;131;ppm;Unknown;;;;90;ppm;Unknown;;;;;;;0,01;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;ppm;INAA;34;ppm;INAA;;;;18;ppm;INAA;5,1;ppm;INAA;1,4;ppm;INAA;;;;0,79;ppm;INAA;;;;;;;;;;;;;3,1;ppm;INAA;0,48;ppm;INAA;0,04;ppm;TITR;0,02;ppm;INAA;0,13;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;ppm;ES;265;ppm;Unknown;;;;;;;;;;;;;42;ppm;Unknown;11;ppm;Unknown;0,8;ppm;INAA;131;ppm;Unknown;;;;;;;3,6;ppm;INAA;;;;;;;;;;;;;;;;;;;;;;9,8;ppm;ICP;29;ppm;Unknown;;;;;;;;;;14;ppm;Unknown;8,2;ppm;Unknown;34;ppm;Unknown;;;;;;;;;;0,01;ppm;INAA;;;;33;ppm;INAA;;;;235;ppm;Unknown;0,79;ppm;INAA;3,5;ppm;INAA;;;;;;;0,79;ppm;INAA;;;;;;;29;ppm;Unknown;90;ppm;Unknown;140;ppm;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,39;wt%;TITR;0,61;wt%;TITR;0,39;wt%;TITR;0,61;wt%;TITR;;;
