SAMPLE ID;IGSN;EXPEDITION ID;REFERENCES;LATITUDE;LONGITUDE;LOC PREC;MIN ELEVATION;MAX ELEVATION;TECTONIC SETTING;MIN AGE;AGE;MAX AGE;METHOD;ANALYZED MATERIAL;ROCK TYPE;ROCK NAME;MINERAL;SIO2;SIO2 Units;SIO2 Method;TIO2;TIO2 Units;TIO2 Method;AL2O3;AL2O3 Units;AL2O3 Method;CR2O3;CR2O3 Units;CR2O3 Method;FE2O3;FE2O3 Units;FE2O3 Method;FE2O3T;FE2O3T Units;FE2O3T Method;FEO;FEO Units;FEO Method;FEOT;FEOT Units;FEOT Method;NIO;NIO Units;NIO Method;MNO;MNO Units;MNO Method;MGO;MGO Units;MGO Method;CAO;CAO Units;CAO Method;SRO;SRO Units;SRO Method;NA2O;NA2O Units;NA2O Method;K2O;K2O Units;K2O Method;P2O5;P2O5 Units;P2O5 Method;BAO;BAO Units;BAO Method;LOI;LOI Units;LOI Method;H2O;H2O Units;H2O Method;H2O_M;H2O_M Units;H2O_M Method;H2O_P;H2O_P Units;H2O_P Method;SO3;SO3 Units;SO3 Method;COO;COO Units;COO Method;MN;MN Units;MN Method;NI;NI Units;NI Method;CO;CO Units;CO Method;CU;CU Units;CU Method;CD;CD Units;CD Method;ZN;ZN Units;ZN Method;AS;AS Units;AS Method;AG;AG Units;AG Method;S;S Units;S Method;ZRO2;ZRO2 Units;ZRO2 Method;AL;AL Units;AL Method;CA;CA Units;CA Method;SR87_SR86;SR87_SR86 Units;SR87_SR86 Method;SR87_SR86_INI;SR87_SR86_INI Units;SR87_SR86_INI Method;RB87_SR86;RB87_SR86 Units;RB87_SR86 Method;ND143_ND144;ND143_ND144 Units;ND143_ND144 Method;ND143_ND144_INI;ND143_ND144_INI Units;ND143_ND144_INI Method;SM147_ND144;SM147_ND144 Units;SM147_ND144 Method;E_ND;E_ND Units;E_ND Method;E_ND_INI;E_ND_INI Units;E_ND_INI Method;PB204_PB206;PB204_PB206 Units;PB204_PB206 Method;PB206_PB204;PB206_PB204 Units;PB206_PB204 Method;PB206_PB204_INI;PB206_PB204_INI Units;PB206_PB204_INI Method;PB207_PB204;PB207_PB204 Units;PB207_PB204 Method;PB207_PB204_INI;PB207_PB204_INI Units;PB207_PB204_INI Method;PB207_PB206;PB207_PB206 Units;PB207_PB206 Method;PB208_PB204;PB208_PB204 Units;PB208_PB204 Method;PB208_PB204_INI;PB208_PB204_INI Units;PB208_PB204_INI Method;PB208_PB206;PB208_PB206 Units;PB208_PB206 Method;HF176_HF177;HF176_HF177 Units;HF176_HF177 Method;RE187_OS188;RE187_OS188 Units;RE187_OS188 Method;OS187_OS188;OS187_OS188 Units;OS187_OS188 Method;OS187_OS188_INI;OS187_OS188_INI Units;OS187_OS188_INI Method;G_OS;G_OS Units;G_OS Method;G_OS_INI;G_OS_INI Units;G_OS_INI Method;ND143_ND144_INI;ND143_ND144_INI Units;ND143_ND144_INI Method;PB206_PB204_INI;PB206_PB204_INI Units;PB206_PB204_INI Method;PB207_PB204_INI;PB207_PB204_INI Units;PB207_PB204_INI Method;PB208_PB204_INI;PB208_PB204_INI Units;PB208_PB204_INI Method;SR87_SR86_INI;SR87_SR86_INI Units;SR87_SR86_INI Method;HE;HE Units;HE Method;HE3;HE3 Units;HE3 Method;HE3_HE4_R_RA;HE3_HE4_R_RA Units;HE3_HE4_R_RA Method;AR36;AR36 Units;AR36 Method;AR40;AR40 Units;AR40 Method;AR40_AR36;AR40_AR36 Units;AR40_AR36 Method;NE20;NE20 Units;NE20 Method;NE20_NE22;NE20_NE22 Units;NE20_NE22 Method;NE21_NE22;NE21_NE22 Units;NE21_NE22 Method;LA;LA Units;LA Method;CE;CE Units;CE Method;PR;PR Units;PR Method;ND;ND Units;ND Method;SM;SM Units;SM Method;EU;EU Units;EU Method;GD;GD Units;GD Method;TB;TB Units;TB Method;DY;DY Units;DY Method;HO;HO Units;HO Method;ER;ER Units;ER Method;TM;TM Units;TM Method;YB;YB Units;YB Method;LU;LU Units;LU Method;CO2;CO2 Units;CO2 Method;F;F Units;F Method;CL;CL Units;CL Method;U238_PB204;U238_PB204 Units;U238_PB204 Method;TH230_TH232;TH230_TH232 Units;TH230_TH232 Method;RA226_ACTIVITY;RA226_ACTIVITY Units;RA226_ACTIVITY Method;PB210_RA226;PB210_RA226 Units;PB210_RA226 Method;PB210_ACTIVITY;PB210_ACTIVITY Units;PB210_ACTIVITY Method;AG;AG Units;AG Method;AL;AL Units;AL Method;AS;AS Units;AS Method;AU;AU Units;AU Method;B;B Units;B Method;BA;BA Units;BA Method;BE;BE Units;BE Method;BI;BI Units;BI Method;CA;CA Units;CA Method;CD;CD Units;CD Method;CO;CO Units;CO Method;CR;CR Units;CR Method;CS;CS Units;CS Method;CU;CU Units;CU Method;GA;GA Units;GA Method;GER;GER Units;GER Method;HF;HF Units;HF Method;INDIUM;INDIUM Units;INDIUM Method;IR;IR Units;IR Method;K;K Units;K Method;LI;LI Units;LI Method;MN;MN Units;MN Method;MO;MO Units;MO Method;NA;NA Units;NA Method;NB;NB Units;NB Method;NI;NI Units;NI Method;OS;OS Units;OS Method;P;P Units;P Method;PB;PB Units;PB Method;PD;PD Units;PD Method;PT;PT Units;PT Method;RB;RB Units;RB Method;RE;RE Units;RE Method;RH;RH Units;RH Method;RU;RU Units;RU Method;S;S Units;S Method;SB;SB Units;SB Method;SC;SC Units;SC Method;SN;SN Units;SN Method;SR;SR Units;SR Method;TA;TA Units;TA Method;TH;TH Units;TH Method;TI;TI Units;TI Method;TL;TL Units;TL Method;U;U Units;U Method;V;V Units;V Method;W;W Units;W Method;Y;Y Units;Y Method;ZN;ZN Units;ZN Method;ZR;ZR Units;ZR Method;DELTA_O18;DELTA_O18 Units;DELTA_O18 Method;DELTA_C13;DELTA_C13 Units;DELTA_C13 Method;DELTA_MO98;DELTA_MO98 Units;DELTA_MO98 Method;DELTA_ZN66;DELTA_ZN66 Units;DELTA_ZN66 Method;DELTA_ZN68;DELTA_ZN68 Units;DELTA_ZN68 Method;OS188;OS188 Units;OS188 Method;FE3P_FET;FE3P_FET Units;FE3P_FET Method;TI;TI Units;TI Method;AS;AS Units;AS Method;AS;AS Units;AS Method;GER;GER Units;GER Method;H2O_M;H2O_M Units;H2O_M Method;H2O_P;H2O_P Units;H2O_P Method;H2O_M;H2O_M Units;H2O_M Method;H2O_P;H2O_P Units;H2O_P Method;INDIUM;INDIUM Units;INDIUM Method
ALMARAB-SA-1;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;50,1;wt%;XRF;0,88;wt%;XRF;15,2;wt%;XRF;;;;;;;;;;;;;8,3;wt%;XRF;;;;0,2;wt%;XRF;10,1;wt%;XRF;10,2;wt%;XRF;;;;1,4;wt%;XRF;0,2;wt%;XRF;0,1;wt%;XRF;;;;;;;0,3;wt%;XRF;;;;;;;;;;;;;;;;170;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,9;ppm;ICPMS;12;ppm;ICPMS;;;;8,7;ppm;ICPMS;2,4;ppm;ICPMS;1,1;ppm;ICPMS;;;;;;;;;;;;;;;;;;;1,5;ppm;ICPMS;0,2;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;ppm;XRF;;;;;;;;;;;;;;;;380;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;ppm;XRF;170;ppm;XRF;;;;;;;;;;;;;;;;3;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;720;ppm;XRF;;;;;;;;;;;;;;;;280;ppm;XRF;;;;34;ppm;XRF;;;;80;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SA-10;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;51,2;wt%;XRF;0,81;wt%;XRF;19,3;wt%;XRF;;;;;;;;;;;;;8,9;wt%;XRF;;;;0,1;wt%;XRF;5,8;wt%;XRF;8,8;wt%;XRF;;;;4,6;wt%;XRF;0,2;wt%;XRF;0,18;wt%;XRF;;;;;;;0,35;wt%;XRF;;;;;;;;;;;;;;;;25;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,5;ppm;ICPMS;23;ppm;ICPMS;;;;13;ppm;ICPMS;3,6;ppm;ICPMS;1,82;ppm;ICPMS;;;;;;;;;;;;;;;;;;;0,71;ppm;ICPMS;0,12;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;ppm;XRF;;;;;;;;;;;;;;;;130;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;ppm;XRF;25;ppm;XRF;;;;;;;;;;;;;;;;1;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;820;ppm;XRF;;;;;;;;;;;;;;;;180;ppm;XRF;;;;19;ppm;XRF;;;;42;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SA-2;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;51,35;wt%;XRF;0,58;wt%;XRF;11,72;wt%;XRF;;;;;;;;;;;;;8,8;wt%;XRF;;;;0,15;wt%;XRF;12,22;wt%;XRF;12,85;wt%;XRF;;;;1,56;wt%;XRF;0,18;wt%;XRF;0,1;wt%;XRF;;;;;;;0,35;wt%;XRF;;;;;;;;;;;;;;;;260;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,6;ppm;ICPMS;15;ppm;ICPMS;;;;10,5;ppm;ICPMS;3,2;ppm;ICPMS;0,83;ppm;ICPMS;;;;;;;;;;;;;;;;;;;1,1;ppm;ICPMS;0,18;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;ppm;XRF;;;;;;;;;;;;;;;;450;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;ppm;XRF;260;ppm;XRF;;;;;;;;;;;;;;;;1;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;360;ppm;XRF;;;;;;;;;;;;;;;;250;ppm;XRF;;;;33;ppm;XRF;;;;75;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SA-3;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;51,8;wt%;XRF;0,98;wt%;XRF;11,3;wt%;XRF;;;;;;;;;;;;;8,65;wt%;XRF;;;;0,12;wt%;XRF;10,6;wt%;XRF;13,75;wt%;XRF;;;;1,88;wt%;XRF;0,25;wt%;XRF;0,05;wt%;XRF;;;;;;;0,2;wt%;XRF;;;;;;;;;;;;;;;;150;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,4;ppm;ICPMS;8,7;ppm;ICPMS;;;;6,4;ppm;ICPMS;1,9;ppm;ICPMS;0,73;ppm;ICPMS;;;;;;;;;;;;;;;;;;;1,7;ppm;ICPMS;0,22;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;ppm;XRF;;;;;;;;;;;;;;;;270;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;ppm;XRF;150;ppm;XRF;;;;;;;;;;;;;;;;1,5;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;790;ppm;XRF;;;;;;;;;;;;;;;;230;ppm;XRF;;;;37;ppm;XRF;;;;95;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SA-4;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;49,8;wt%;XRF;0,72;wt%;XRF;15,1;wt%;XRF;;;;;;;;;;;;;7,8;wt%;XRF;;;;0,11;wt%;XRF;7,3;wt%;XRF;15,95;wt%;XRF;;;;2,45;wt%;XRF;0,38;wt%;XRF;0,1;wt%;XRF;;;;;;;0,25;wt%;XRF;;;;;;;;;;;;;;;;140;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,1;ppm;ICPMS;16;ppm;ICPMS;;;;12,1;ppm;ICPMS;3,3;ppm;ICPMS;0,7;ppm;ICPMS;;;;;;;;;;;;;;;;;;;1,05;ppm;ICPMS;0,17;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160;ppm;XRF;;;;;;;;;;;;;;;;280;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;ppm;XRF;140;ppm;XRF;;;;;;;;;;;;;;;;1;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;310;ppm;XRF;;;;;;;;;;;;;;;;240;ppm;XRF;;;;20;ppm;XRF;;;;55;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SA-5;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;49,2;wt%;XRF;0,95;wt%;XRF;14,3;wt%;XRF;;;;;;;;;;;;;9,05;wt%;XRF;;;;0,1;wt%;XRF;9,4;wt%;XRF;13,5;wt%;XRF;;;;2,5;wt%;XRF;0,25;wt%;XRF;0,1;wt%;XRF;;;;;;;0,45;wt%;XRF;;;;;;;;;;;;;;;;170;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,8;ppm;ICPMS;9,5;ppm;ICPMS;;;;8,1;ppm;ICPMS;2,25;ppm;ICPMS;0,95;ppm;ICPMS;;;;;;;;;;;;;;;;;;;1,75;ppm;ICPMS;0,15;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;ppm;XRF;;;;;;;;;;;;;;;;300;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;ppm;XRF;170;ppm;XRF;;;;;;;;;;;;;;;;1;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;730;ppm;XRF;;;;;;;;;;;;;;;;260;ppm;XRF;;;;32;ppm;XRF;;;;65;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SA-6;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;50,2;wt%;XRF;0,74;wt%;XRF;18,3;wt%;XRF;;;;;;;;;;;;;9,8;wt%;XRF;;;;0,18;wt%;XRF;6,45;wt%;XRF;10,35;wt%;XRF;;;;3,22;wt%;XRF;0,42;wt%;XRF;0,18;wt%;XRF;;;;;;;0,3;wt%;XRF;;;;;;;;;;;;;;;;30;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,5;ppm;ICPMS;30;ppm;ICPMS;;;;22,4;ppm;ICPMS;4,9;ppm;ICPMS;1,83;ppm;ICPMS;;;;;;;;;;;;;;;;;;;0,72;ppm;ICPMS;0,1;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220;ppm;XRF;;;;;;;;;;;;;;;;130;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;ppm;XRF;30;ppm;XRF;;;;;;;;;;;;;;;;2;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;720;ppm;XRF;;;;;;;;;;;;;;;;250;ppm;XRF;;;;34;ppm;XRF;;;;86;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SA-7;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;51,9;wt%;XRF;0,65;wt%;XRF;17,3;wt%;XRF;;;;;;;;;;;;;8,1;wt%;XRF;;;;0,11;wt%;XRF;5,95;wt%;XRF;11,4;wt%;XRF;;;;3,65;wt%;XRF;0,28;wt%;XRF;0,15;wt%;XRF;;;;;;;0,45;wt%;XRF;;;;;;;;;;;;;;;;50;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;ppm;ICPMS;32;ppm;ICPMS;;;;23;ppm;ICPMS;5,2;ppm;ICPMS;1,55;ppm;ICPMS;;;;;;;;;;;;;;;;;;;0,81;ppm;ICPMS;0,14;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;280;ppm;XRF;;;;;;;;;;;;;;;;200;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,5;ppm;XRF;50;ppm;XRF;;;;;;;;;;;;;;;;3;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;780;ppm;XRF;;;;;;;;;;;;;;;;195;ppm;XRF;;;;20;ppm;XRF;;;;45;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SA-8;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;51,85;wt%;XRF;0,6;wt%;XRF;18,8;wt%;XRF;;;;;;;;;;;;;8,6;wt%;XRF;;;;0,1;wt%;XRF;6,3;wt%;XRF;10,1;wt%;XRF;;;;3,6;wt%;XRF;0,3;wt%;XRF;0,11;wt%;XRF;;;;;;;0,35;wt%;XRF;;;;;;;;;;;;;;;;58;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;ppm;ICPMS;25;ppm;ICPMS;;;;18;ppm;ICPMS;4,3;ppm;ICPMS;1,8;ppm;ICPMS;;;;;;;;;;;;;;;;;;;0,7;ppm;ICPMS;0,1;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;260;ppm;XRF;;;;;;;;;;;;;;;;180;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,5;ppm;XRF;58;ppm;XRF;;;;;;;;;;;;;;;;2;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;590;ppm;XRF;;;;;;;;;;;;;;;;190;ppm;XRF;;;;23;ppm;XRF;;;;68;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SA-9;;nr;AL-MISHWAT, 2004;24;40;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;52,2;wt%;XRF;0,55;wt%;XRF;16,5;wt%;XRF;;;;;;;;;;;;;9,12;wt%;XRF;;;;0,15;wt%;XRF;6,4;wt%;XRF;11;wt%;XRF;;;;3,2;wt%;XRF;0,1;wt%;XRF;0,1;wt%;XRF;;;;;;;0,25;wt%;XRF;;;;;;;;;;;;;;;;70;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;ppm;ICPMS;21;ppm;ICPMS;;;;14;ppm;ICPMS;3,8;ppm;ICPMS;1,4;ppm;ICPMS;;;;;;;;;;;;;;;;;;;0,78;ppm;ICPMS;0,13;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;ppm;XRF;;;;;;;;;;;;;;;;120;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;ppm;XRF;70;ppm;XRF;;;;;;;;;;;;;;;;2;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;550;ppm;XRF;;;;;;;;;;;;;;;;210;ppm;XRF;;;;21;ppm;XRF;;;;50;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SY-1;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;50,12;wt%;XRF;1,25;wt%;XRF;13,1;wt%;XRF;;;;;;;;;;;;;11,2;wt%;XRF;;;;0,37;wt%;XRF;9,46;wt%;XRF;11,6;wt%;XRF;;;;1,8;wt%;XRF;0,35;wt%;XRF;0,15;wt%;XRF;;;;;;;0,55;wt%;XRF;;;;;;;;;;;;;;;;90;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;ppm;ICPMS;20;ppm;ICPMS;;;;13;ppm;ICPMS;3,8;ppm;ICPMS;1,52;ppm;ICPMS;;;;;;;;;;;;;;;;;;;2,85;ppm;ICPMS;0,38;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;ppm;XRF;;;;;;;;;;;;;;;;280;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;ppm;XRF;90;ppm;XRF;;;;;;;;;;;;;;;;10;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;290;ppm;XRF;;;;;;;;;;;;;;;;240;ppm;XRF;;;;22;ppm;XRF;;;;76;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SY-10;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;51,05;wt%;XRF;1,15;wt%;XRF;16,35;wt%;XRF;;;;;;;;;;;;;9,47;wt%;XRF;;;;0,29;wt%;XRF;6,98;wt%;XRF;10,8;wt%;XRF;;;;2,73;wt%;XRF;0,73;wt%;XRF;0,25;wt%;XRF;;;;;;;0,5;wt%;XRF;;;;;;;;;;;;;;;;90;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;ppm;ICPMS;36;ppm;ICPMS;;;;22;ppm;ICPMS;5,38;ppm;ICPMS;2,76;ppm;ICPMS;;;;;;;;;;;;;;;;;;;2,15;ppm;ICPMS;0,3;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;ppm;XRF;;;;;;;;;;;;;;;;220;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;ppm;XRF;90;ppm;XRF;;;;;;;;;;;;;;;;14;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;410;ppm;XRF;;;;;;;;;;;;;;;;140;ppm;XRF;;;;23;ppm;XRF;;;;96;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
