SAMPLE ID;IGSN;EXPEDITION ID;REFERENCES;LATITUDE;LONGITUDE;LOC PREC;MIN ELEVATION;MAX ELEVATION;TECTONIC SETTING;MIN AGE;AGE;MAX AGE;METHOD;ANALYZED MATERIAL;ROCK TYPE;ROCK NAME;MINERAL;SIO2;SIO2 Units;SIO2 Method;TIO2;TIO2 Units;TIO2 Method;AL2O3;AL2O3 Units;AL2O3 Method;CR2O3;CR2O3 Units;CR2O3 Method;FE2O3;FE2O3 Units;FE2O3 Method;FE2O3T;FE2O3T Units;FE2O3T Method;FEO;FEO Units;FEO Method;FEOT;FEOT Units;FEOT Method;NIO;NIO Units;NIO Method;MNO;MNO Units;MNO Method;MGO;MGO Units;MGO Method;CAO;CAO Units;CAO Method;SRO;SRO Units;SRO Method;NA2O;NA2O Units;NA2O Method;K2O;K2O Units;K2O Method;P2O5;P2O5 Units;P2O5 Method;BAO;BAO Units;BAO Method;LOI;LOI Units;LOI Method;H2O;H2O Units;H2O Method;H2O_M;H2O_M Units;H2O_M Method;H2O_P;H2O_P Units;H2O_P Method;SO3;SO3 Units;SO3 Method;COO;COO Units;COO Method;MN;MN Units;MN Method;NI;NI Units;NI Method;CO;CO Units;CO Method;CU;CU Units;CU Method;CD;CD Units;CD Method;ZN;ZN Units;ZN Method;AS;AS Units;AS Method;AG;AG Units;AG Method;S;S Units;S Method;ZRO2;ZRO2 Units;ZRO2 Method;AL;AL Units;AL Method;CA;CA Units;CA Method;SR87_SR86;SR87_SR86 Units;SR87_SR86 Method;SR87_SR86_INI;SR87_SR86_INI Units;SR87_SR86_INI Method;RB87_SR86;RB87_SR86 Units;RB87_SR86 Method;ND143_ND144;ND143_ND144 Units;ND143_ND144 Method;ND143_ND144_INI;ND143_ND144_INI Units;ND143_ND144_INI Method;SM147_ND144;SM147_ND144 Units;SM147_ND144 Method;E_ND;E_ND Units;E_ND Method;E_ND_INI;E_ND_INI Units;E_ND_INI Method;PB204_PB206;PB204_PB206 Units;PB204_PB206 Method;PB206_PB204;PB206_PB204 Units;PB206_PB204 Method;PB206_PB204_INI;PB206_PB204_INI Units;PB206_PB204_INI Method;PB207_PB204;PB207_PB204 Units;PB207_PB204 Method;PB207_PB204_INI;PB207_PB204_INI Units;PB207_PB204_INI Method;PB207_PB206;PB207_PB206 Units;PB207_PB206 Method;PB208_PB204;PB208_PB204 Units;PB208_PB204 Method;PB208_PB204_INI;PB208_PB204_INI Units;PB208_PB204_INI Method;PB208_PB206;PB208_PB206 Units;PB208_PB206 Method;HF176_HF177;HF176_HF177 Units;HF176_HF177 Method;RE187_OS188;RE187_OS188 Units;RE187_OS188 Method;OS187_OS188;OS187_OS188 Units;OS187_OS188 Method;OS187_OS188_INI;OS187_OS188_INI Units;OS187_OS188_INI Method;G_OS;G_OS Units;G_OS Method;G_OS_INI;G_OS_INI Units;G_OS_INI Method;ND143_ND144_INI;ND143_ND144_INI Units;ND143_ND144_INI Method;PB206_PB204_INI;PB206_PB204_INI Units;PB206_PB204_INI Method;PB207_PB204_INI;PB207_PB204_INI Units;PB207_PB204_INI Method;PB208_PB204_INI;PB208_PB204_INI Units;PB208_PB204_INI Method;SR87_SR86_INI;SR87_SR86_INI Units;SR87_SR86_INI Method;HE;HE Units;HE Method;HE3;HE3 Units;HE3 Method;HE3_HE4_R_RA;HE3_HE4_R_RA Units;HE3_HE4_R_RA Method;AR36;AR36 Units;AR36 Method;AR40;AR40 Units;AR40 Method;AR40_AR36;AR40_AR36 Units;AR40_AR36 Method;NE20;NE20 Units;NE20 Method;NE20_NE22;NE20_NE22 Units;NE20_NE22 Method;NE21_NE22;NE21_NE22 Units;NE21_NE22 Method;LA;LA Units;LA Method;CE;CE Units;CE Method;PR;PR Units;PR Method;ND;ND Units;ND Method;SM;SM Units;SM Method;EU;EU Units;EU Method;GD;GD Units;GD Method;TB;TB Units;TB Method;DY;DY Units;DY Method;HO;HO Units;HO Method;ER;ER Units;ER Method;TM;TM Units;TM Method;YB;YB Units;YB Method;LU;LU Units;LU Method;CO2;CO2 Units;CO2 Method;F;F Units;F Method;CL;CL Units;CL Method;U238_PB204;U238_PB204 Units;U238_PB204 Method;TH230_TH232;TH230_TH232 Units;TH230_TH232 Method;RA226_ACTIVITY;RA226_ACTIVITY Units;RA226_ACTIVITY Method;PB210_RA226;PB210_RA226 Units;PB210_RA226 Method;PB210_ACTIVITY;PB210_ACTIVITY Units;PB210_ACTIVITY Method;AG;AG Units;AG Method;AL;AL Units;AL Method;AS;AS Units;AS Method;AU;AU Units;AU Method;B;B Units;B Method;BA;BA Units;BA Method;BE;BE Units;BE Method;BI;BI Units;BI Method;CA;CA Units;CA Method;CD;CD Units;CD Method;CO;CO Units;CO Method;CR;CR Units;CR Method;CS;CS Units;CS Method;CU;CU Units;CU Method;GA;GA Units;GA Method;GER;GER Units;GER Method;HF;HF Units;HF Method;INDIUM;INDIUM Units;INDIUM Method;IR;IR Units;IR Method;K;K Units;K Method;LI;LI Units;LI Method;MN;MN Units;MN Method;MO;MO Units;MO Method;NA;NA Units;NA Method;NB;NB Units;NB Method;NI;NI Units;NI Method;OS;OS Units;OS Method;P;P Units;P Method;PB;PB Units;PB Method;PD;PD Units;PD Method;PT;PT Units;PT Method;RB;RB Units;RB Method;RE;RE Units;RE Method;RH;RH Units;RH Method;RU;RU Units;RU Method;S;S Units;S Method;SB;SB Units;SB Method;SC;SC Units;SC Method;SN;SN Units;SN Method;SR;SR Units;SR Method;TA;TA Units;TA Method;TH;TH Units;TH Method;TI;TI Units;TI Method;TL;TL Units;TL Method;U;U Units;U Method;V;V Units;V Method;W;W Units;W Method;Y;Y Units;Y Method;ZN;ZN Units;ZN Method;ZR;ZR Units;ZR Method;DELTA_O18;DELTA_O18 Units;DELTA_O18 Method;DELTA_C13;DELTA_C13 Units;DELTA_C13 Method;DELTA_MO98;DELTA_MO98 Units;DELTA_MO98 Method;DELTA_ZN66;DELTA_ZN66 Units;DELTA_ZN66 Method;DELTA_ZN68;DELTA_ZN68 Units;DELTA_ZN68 Method;OS188;OS188 Units;OS188 Method;FE3P_FET;FE3P_FET Units;FE3P_FET Method;TI;TI Units;TI Method;AS;AS Units;AS Method;AS;AS Units;AS Method;GER;GER Units;GER Method;H2O_M;H2O_M Units;H2O_M Method;H2O_P;H2O_P Units;H2O_P Method;H2O_M;H2O_M Units;H2O_M Method;H2O_P;H2O_P Units;H2O_P Method;INDIUM;INDIUM Units;INDIUM Method
ALMARAB-SY-2;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;48,71;wt%;XRF;1,01;wt%;XRF;14,1;wt%;XRF;;;;;;;;;;;;;11,8;wt%;XRF;;;;0,37;wt%;XRF;10,96;wt%;XRF;10,8;wt%;XRF;;;;1,2;wt%;XRF;0,3;wt%;XRF;0,2;wt%;XRF;;;;;;;0,4;wt%;XRF;;;;;;;;;;;;;;;;160;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;ppm;ICPMS;22;ppm;ICPMS;;;;15;ppm;ICPMS;3,95;ppm;ICPMS;1,55;ppm;ICPMS;;;;;;;;;;;;;;;;;;;2,82;ppm;ICPMS;0,4;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;210;ppm;XRF;;;;;;;;;;;;;;;;495;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;ppm;XRF;160;ppm;XRF;;;;;;;;;;;;;;;;9,5;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;280;ppm;XRF;;;;;;;;;;;;;;;;260;ppm;XRF;;;;25;ppm;XRF;;;;90;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SY-3;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;50,4;wt%;XRF;0,95;wt%;XRF;13,7;wt%;XRF;;;;;;;;;;;;;10,9;wt%;XRF;;;;0,4;wt%;XRF;10,15;wt%;XRF;11,17;wt%;XRF;;;;1,7;wt%;XRF;0,25;wt%;XRF;0,2;wt%;XRF;;;;;;;0,35;wt%;XRF;;;;;;;;;;;;;;;;130;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;ppm;ICPMS;18;ppm;ICPMS;;;;12;ppm;ICPMS;3,7;ppm;ICPMS;1,42;ppm;ICPMS;;;;;;;;;;;;;;;;;;;2,7;ppm;ICPMS;0,35;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;ppm;XRF;;;;;;;;;;;;;;;;550;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;ppm;XRF;130;ppm;XRF;;;;;;;;;;;;;;;;9;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;230;ppm;XRF;;;;;;;;;;;;;;;;220;ppm;XRF;;;;23;ppm;XRF;;;;80;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SY-4;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;50,5;wt%;XRF;1,65;wt%;XRF;12,9;wt%;XRF;;;;;;;;;;;;;10,3;wt%;XRF;;;;0,38;wt%;XRF;10,6;wt%;XRF;10,3;wt%;XRF;;;;1,83;wt%;XRF;1,02;wt%;XRF;0,27;wt%;XRF;;;;;;;0,7;wt%;XRF;;;;;;;;;;;;;;;;150;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;ppm;ICPMS;87;ppm;ICPMS;;;;52;ppm;ICPMS;10,85;ppm;ICPMS;4,05;ppm;ICPMS;;;;;;;;;;;;;;;;;;;4,35;ppm;ICPMS;0,65;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;590;ppm;XRF;;;;;;;;;;;;;;;;330;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;ppm;XRF;150;ppm;XRF;;;;;;;;;;;;;;;;32;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;490;ppm;XRF;;;;;;;;;;;;;;;;260;ppm;XRF;;;;39;ppm;XRF;;;;110;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SY-5;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;GABBRONORITE;;49,1;wt%;XRF;1,87;wt%;XRF;13,4;wt%;XRF;;;;;;;;;;;;;11,5;wt%;XRF;;;;0,34;wt%;XRF;11,4;wt%;XRF;10,74;wt%;XRF;;;;1,38;wt%;XRF;1,25;wt%;XRF;0,32;wt%;XRF;;;;;;;0,7;wt%;XRF;;;;;;;;;;;;;;;;135;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;ppm;ICPMS;72;ppm;ICPMS;;;;41;ppm;ICPMS;9,3;ppm;ICPMS;3,75;ppm;ICPMS;;;;;;;;;;;;;;;;;;;4,02;ppm;ICPMS;0,55;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;450;ppm;XRF;;;;;;;;;;;;;;;;550;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;ppm;XRF;135;ppm;XRF;;;;;;;;;;;;;;;;45;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;550;ppm;XRF;;;;;;;;;;;;;;;;300;ppm;XRF;;;;31;ppm;XRF;;;;90;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SY-6;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;52,7;wt%;XRF;0,95;wt%;XRF;20,15;wt%;XRF;;;;;;;;;;;;;6,75;wt%;XRF;;;;0,2;wt%;XRF;4,35;wt%;XRF;10,1;wt%;XRF;;;;3,65;wt%;XRF;0,85;wt%;XRF;0,25;wt%;XRF;;;;;;;0,6;wt%;XRF;;;;;;;;;;;;;;;;60;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;ppm;ICPMS;38;ppm;ICPMS;;;;23;ppm;ICPMS;5,5;ppm;ICPMS;2,8;ppm;ICPMS;;;;;;;;;;;;;;;;;;;2,2;ppm;ICPMS;0,32;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340;ppm;XRF;;;;;;;;;;;;;;;;80;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;ppm;XRF;60;ppm;XRF;;;;;;;;;;;;;;;;18;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;430;ppm;XRF;;;;;;;;;;;;;;;;115;ppm;XRF;;;;20;ppm;XRF;;;;83;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SY-7;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;52,85;wt%;XRF;0,85;wt%;XRF;16,7;wt%;XRF;;;;;;;;;;;;;9,3;wt%;XRF;;;;0,15;wt%;XRF;6,1;wt%;XRF;9,1;wt%;XRF;;;;3,75;wt%;XRF;0,62;wt%;XRF;0,3;wt%;XRF;;;;;;;0,55;wt%;XRF;;;;;;;;;;;;;;;;30;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;ppm;ICPMS;55;ppm;ICPMS;;;;30;ppm;ICPMS;6,15;ppm;ICPMS;3,1;ppm;ICPMS;;;;;;;;;;;;;;;;;;;2,28;ppm;ICPMS;0,34;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;ppm;XRF;;;;;;;;;;;;;;;;50;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;ppm;XRF;30;ppm;XRF;;;;;;;;;;;;;;;;17;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;450;ppm;XRF;;;;;;;;;;;;;;;;145;ppm;XRF;;;;22;ppm;XRF;;;;67;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SY-8;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;51,25;wt%;XRF;1,05;wt%;XRF;16,85;wt%;XRF;;;;;;;;;;;;;9,5;wt%;XRF;;;;0,28;wt%;XRF;6,85;wt%;XRF;10,6;wt%;XRF;;;;2,82;wt%;XRF;0,55;wt%;XRF;0,18;wt%;XRF;;;;;;;0,45;wt%;XRF;;;;;;;;;;;;;;;;45;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;ppm;ICPMS;42;ppm;ICPMS;;;;26;ppm;ICPMS;5,61;ppm;ICPMS;2,86;ppm;ICPMS;;;;;;;;;;;;;;;;;;;2,25;ppm;ICPMS;0,33;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;350;ppm;XRF;;;;;;;;;;;;;;;;95;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;ppm;XRF;45;ppm;XRF;;;;;;;;;;;;;;;;13;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;380;ppm;XRF;;;;;;;;;;;;;;;;200;ppm;XRF;;;;23;ppm;XRF;;;;90;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARAB-SY-9;;nr;AL-MISHWAT, 2004;34;36;1;;;CONTINENTAL_RIFT;;;;"ICPMS; XRF";WHOLE ROCK;IGNEOUS:PLUTONIC:MAFIC;NORITE;;52,2;wt%;XRF;0,82;wt%;XRF;16,6;wt%;XRF;;;;;;;;;;;;;9,1;wt%;XRF;;;;0,25;wt%;XRF;6,2;wt%;XRF;9,5;wt%;XRF;;;;3,9;wt%;XRF;0,7;wt%;XRF;0,22;wt%;XRF;;;;;;;0,4;wt%;XRF;;;;;;;;;;;;;;;;150;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;ppm;ICPMS;35;ppm;ICPMS;;;;20;ppm;ICPMS;5,3;ppm;ICPMS;2,52;ppm;ICPMS;;;;;;;;;;;;;;;;;;;2,11;ppm;ICPMS;0,29;ppm;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;260;ppm;XRF;;;;;;;;;;;;;;;;210;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;ppm;XRF;150;ppm;XRF;;;;;;;;;;;;;;;;15;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;470;ppm;XRF;;;;;;;;;;;;;;;;170;ppm;XRF;;;;21;ppm;XRF;;;;105;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALSFSYR-SHAM-ABD-1;;nr;AL-SAFARJALANI, 2009;32,55;36,37;0,01;;;CONTINENTAL_RIFT;;;;"IGN; XRF";WHOLE ROCK;METAMORPHIC;GRANULITE;;45,22;wt%;XRF;3,94;wt%;XRF;16,23;wt%;XRF;;;;12,53;wt%;XRF;;;;;;;;;;;;;0,18;wt%;XRF;5,17;wt%;XRF;10,57;wt%;XRF;;;;3,67;wt%;XRF;0,73;wt%;XRF;1,29;wt%;XRF;;;;0,39;wt%;IGN;;;;;;;;;;;;;;;;;;;109;ppm;XRF;;;;28;ppm;XRF;;;;104;ppm;XRF;;;;;;;33;wt%;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;ppm;XRF;180;ppm;XRF;11;ppm;XRF;50;ppm;XRF;11;ppm;XRF;1;ppm;XRF;5;ppm;XRF;2;ppm;XRF;8;ppm;XRF;;;;3;ppm;XRF;;;;3;ppm;XRF;;;;;;;923;ppm;XRF;30;wt%;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;497;ppm;XRF;;;;;;;;;;;;;;;;159;ppm;XRF;;;;28;ppm;XRF;25;ppm;XRF;;;;9;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;28;ppm;XRF;109;ppm;XRF;;;;;;;3;ppm;XRF;;;;;;;4;ppm;XRF;;;;;;;;;;33;wt%;XRF;;;;37;ppm;XRF;;;;1207;ppm;XRF;;;;;;;;;;;;;1;ppm;XRF;223;ppm;XRF;;;;17;ppm;XRF;104;ppm;XRF;227;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALSFSYR-SHAM-ABD-2;;nr;AL-SAFARJALANI, 2009;32,55;36,37;0,01;;;CONTINENTAL_RIFT;;;;"IGN; XRF";WHOLE ROCK;METAMORPHIC;GRANULITE;;40,95;wt%;XRF;4,71;wt%;XRF;14,81;wt%;XRF;;;;17,49;wt%;XRF;;;;;;;;;;;;;0,17;wt%;XRF;6,23;wt%;XRF;10,68;wt%;XRF;;;;2,87;wt%;XRF;0,36;wt%;XRF;0,07;wt%;XRF;;;;0,29;wt%;IGN;;;;;;;;;;;;;;;;;;;135;ppm;XRF;;;;18;ppm;XRF;;;;136;ppm;XRF;;;;;;;10;wt%;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126;ppm;XRF;4;ppm;XRF;15;ppm;XRF;7;ppm;XRF;1;ppm;XRF;;;;2;ppm;XRF;10;ppm;XRF;;;;2;ppm;XRF;;;;3;ppm;XRF;;;;;;;764;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157;ppm;XRF;;;;;;;;;;;;;;;;53;ppm;XRF;;;;18;ppm;XRF;18;ppm;XRF;;;;7;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;11;ppm;XRF;135;ppm;XRF;;;;;;;3;ppm;XRF;;;;;;;3;ppm;XRF;;;;;;;;;;10;wt%;XRF;;;;42;ppm;XRF;;;;756;ppm;XRF;;;;;;;;;;;;;;;;411;ppm;XRF;;;;9;ppm;XRF;136;ppm;XRF;135;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALSFSYR-SHAM-ABD-5;;nr;AL-SAFARJALANI, 2009;32,55;36,37;0,01;;;CONTINENTAL_RIFT;;;;"IGN; XRF";WHOLE ROCK;METAMORPHIC;GRANULITE;;45,25;wt%;XRF;1,24;wt%;XRF;16,6;wt%;XRF;;;;11,99;wt%;XRF;;;;;;;;;;;;;0,2;wt%;XRF;9,36;wt%;XRF;11,36;wt%;XRF;;;;2,64;wt%;XRF;0,36;wt%;XRF;0,3;wt%;XRF;;;;0,27;wt%;IGN;;;;;;;;;;;;;;;;;;;205;ppm;XRF;;;;22;ppm;XRF;;;;120;ppm;XRF;;;;;;;18;wt%;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;ppm;XRF;49;ppm;XRF;2;ppm;XRF;25;ppm;XRF;2;ppm;XRF;1;ppm;XRF;5;ppm;XRF;3;ppm;XRF;10;ppm;XRF;;;;2;ppm;XRF;;;;2;ppm;XRF;;;;;;;874;ppm;XRF;17;wt%;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;ppm;XRF;;;;;;;;;;;;;;;;604;ppm;XRF;;;;22;ppm;XRF;18;ppm;XRF;;;;7;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;7;ppm;XRF;205;ppm;XRF;;;;;;;2;ppm;XRF;;;;;;;6;ppm;XRF;;;;;;;;;;18;wt%;XRF;;;;48;ppm;XRF;;;;219;ppm;XRF;;;;2;ppm;XRF;;;;;;;;;;205;ppm;XRF;;;;23;ppm;XRF;120;ppm;XRF;106;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALSFSYR-SHAM-ABD-8;;nr;AL-SAFARJALANI, 2009;32,55;36,37;0,01;;;CONTINENTAL_RIFT;;;;"IGN; XRF";WHOLE ROCK;METAMORPHIC;GRANULITE;;42,42;wt%;XRF;3,23;wt%;XRF;13,05;wt%;XRF;;;;16,25;wt%;XRF;;;;;;;;;;;;;0,24;wt%;XRF;6,94;wt%;XRF;12,71;wt%;XRF;;;;2,46;wt%;XRF;0,43;wt%;XRF;0,21;wt%;XRF;;;;0,38;wt%;IGN;;;;;;;;;;;;;;;;;;;176;ppm;XRF;;;;17;ppm;XRF;;;;137;ppm;XRF;;;;;;;35;wt%;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;ppm;XRF;3;ppm;XRF;32;ppm;XRF;12;ppm;XRF;1;ppm;XRF;3;ppm;XRF;3;ppm;XRF;8;ppm;XRF;;;;;;;;;;4;ppm;XRF;;;;;;;1339;ppm;XRF;13;wt%;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;288;ppm;XRF;;;;;;;;;;;;;;;;177;ppm;XRF;;;;17;ppm;XRF;21;ppm;XRF;;;;6;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;7;ppm;XRF;176;ppm;XRF;;;;;;;2;ppm;XRF;;;;;;;6;ppm;XRF;;;;;;;;;;35;wt%;XRF;;;;69;ppm;XRF;;;;615;ppm;XRF;;;;10;ppm;XRF;;;;;;;1;ppm;XRF;479;ppm;XRF;;;;19;ppm;XRF;137;ppm;XRF;173;ppm;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
